Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kelly, S., Ye, F.","57200896195; 35207509200","Accounting for the Relationship Between Initial Status and Growth in Regression Models",2017,"Journal of Experimental Education",85,"3",,353,375,,6,10.1080/00220973.2016.1160357,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964443996&partnerID=40&md5=a781bff41cb75bdd4a7ff51b8bdd0732",Article,Final,,Scopus,2-s2.0-84964443996
"Xu, Z., Zhang, H., Luo, J., Zhou, A., Zhang, J.","57188826944; 57188827839; 57209872843; 57188844590; 57144769200","Preemptive analgesia by using celecoxib combined with tramadol/APAP alleviates post-operative pain of patients undergoing total knee arthroplasty",2017,"Physician and Sportsmedicine",45,"3",,316,322,,1,10.1080/00913847.2017.1325312,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019596946&partnerID=40&md5=b1623bce8c7f9dc6029e4cc7af99eff3",Article,Final,,Scopus,2-s2.0-85019596946
"Elbert, S.P., Dijkstra, A., Rozema, A.D.","56123531400; 35575773100; 57193522698","Effects of tailoring ingredients in auditory persuasive health messages on fruit and vegetable intake",2017,"Psychology and Health",32,"7",,781,797,,2,10.1080/08870446.2017.1300259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014537953&partnerID=40&md5=504a23376bba8da0f60e575e4b0f1715",Article,Final,Open Access,Scopus,2-s2.0-85014537953
"Morgan, B.M.","57192832410","Stress Management for College Students: An Experiential Multi-Modal Approach",2017,"Journal of Creativity in Mental Health",12,"3",,276,288,,1,10.1080/15401383.2016.1245642,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008388771&partnerID=40&md5=f00e1e07b478df6a8b6d21fec257c2a2",Article,Final,,Scopus,2-s2.0-85008388771
"Kaveh Hojjat, S., Monadi Ziarat, H., Rezaei, M., Hatami, S.E., Ghaljooghi, R., Khalili, M.N.","56151085000; 57193549593; 57188823310; 57069851800; 57193548874; 57138441600","Effectiveness of Group Resiliency Training on Anxiety, Depression, and Marital Satisfaction in Mothers of Children with Attention Deficit Hyperactivity Disorder",2017,"Journal of Family Psychotherapy",28,"3",,257,268,,1,10.1080/08975353.2017.1294967,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014746263&partnerID=40&md5=723942f6cbcb9b5054dae56558e8e573",Article,Final,,Scopus,2-s2.0-85014746263
"Abdel-Raheem, A.","57191373333","Can Cartoons Influence Americans' Attitudes Toward Bailouts?",2017,"Visual Communication Quarterly",24,"3",,179,191,,2,10.1080/15551393.2016.1230472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032273561&partnerID=40&md5=994ea82f5fcb24e15ba0e3ebd82566bd",Article,Final,,Scopus,2-s2.0-85032273561
"Clarke, B.L., Wheeler, L.A., Sheridan, S.M., Witte, A.L., Sommerhalder, M.S., Svoboda, E.A.","7202373874; 24726158800; 7006839992; 55206097800; 57021615500; 57193863940","Supporting Latinx Student Success via Family–School Partnerships: Preliminary Effects of Conjoint Behavioral Consultation on Student and Parent Outcomes",2017,"Journal of Educational and Psychological Consultation",27,"3",,317,343,,1,10.1080/10474412.2017.1293543,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017193805&partnerID=40&md5=502137384c0de7f15988dcccf29e61af",Article,Final,,Scopus,2-s2.0-85017193805
"Agustina, L., Meyliana, M., Tin, S.T.S.","57188959957; 57203859152; 57192806984","Assessing accounting students' performance in ""cognitive misfit"" condition",2017,"Journal of Business and Retail Management Research",11,"4",,131,139,,,10.24052/JBRMR/V11IS04/AASPICMC,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025681307&partnerID=40&md5=23234e58d4048161d8822d1bfd8c276b",Article,Final,,Scopus,2-s2.0-85025681307
"Gonçalves, L.S., Painelli, V.S., Yamaguchi, G., Oliveira, L.F., Saunders, B., da Silva, R.P., Maciel, E., Artioli, G.G., Roschel, H., Gualano, B.","57192366375; 54797464400; 57192364044; 57191706368; 37009241000; 56247368000; 55256053700; 7006091541; 6505559523; 16506514000","Dispelling the myth that habitual caffeine consumption influences the performance response to acute caffeine supplementation",2017,"Journal of applied physiology (Bethesda, Md. : 1985)",123,"1",,213,220,,36,10.1152/japplphysiol.00260.2017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040291040&partnerID=40&md5=cdb7e003020ef7ea98b0b8121c89d36f",Article,Final,,Scopus,2-s2.0-85040291040
"Alaghehband, F.R., Lankinen, M., Värri, M., Sirola, J., Kröger, H., Erkkilä, A.T.","57194464748; 26534461500; 56201684000; 12807470900; 7101716365; 7004674503","Dietary fatty acids were not independently associated with lipoprotein subclasses in elderly women",2017,"Nutrition Research",43,"",,60,68,,1,10.1016/j.nutres.2017.05.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020258578&partnerID=40&md5=bba8289036f2c76ea06a348c77fd3b78",Article,Final,,Scopus,2-s2.0-85020258578
"Bustami, Y., Corebima, A.D., Suarsini, E., Ibrohim","57194697472; 56857563800; 53980615000; 57191815729","The social attitude empowerment of biology students: Implementation JiRQA learning strategy in different ethnics",2017,"International Journal of Instruction",10,"3",,15,30,,,10.12973/iji.2017.1032a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021742832&partnerID=40&md5=f607f3c01c692768d72993deb243533b",Article,Final,Open Access,Scopus,2-s2.0-85021742832
"Samani, R.O., Vesali, S., Navid, B., Vakiliniya, B., Mohammadi, M.","9740339000; 56685703400; 57191249511; 57193380892; 57200815687","Evaluation on hope and psychological symptoms in infertile couples undergoing assisted reproduction treatment",2017,"International Journal of Fertility and Sterility",11,"2",,123,129,,4,10.22074/ijfs.2017.4838,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013414311&partnerID=40&md5=80913a6e7bfc6598d7b3da3ff07a036c",Article,Final,,Scopus,2-s2.0-85013414311
"Ayoubi, S., Bostan, N., Sharifipour, F.","57196484850; 57196481210; 56993429600","A study of the effects of physiological parturition training on pregnant women's stress and mental health",2017,"Annals of Tropical Medicine and Public Health",10,"4",,878,883,,,10.4103/ATMPH.ATMPH_237_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033610362&partnerID=40&md5=37ceadbc5eb9361e51a5c838b4a454c8",Article,Final,,Scopus,2-s2.0-85033610362
"Preece, H., White, P.","57193082156; 8677587200","Does kinesiology tape increase trunk forward flexion?",2017,"Journal of Bodywork and Movement Therapies",21,"3",,618,625,,2,10.1016/j.jbmt.2016.09.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010648443&partnerID=40&md5=46d552df1390b1bb32b9921634c74cd6",Article,Final,,Scopus,2-s2.0-85010648443
"Combest, T.M., Howard, R.S., Andrews, A.M.","47761995600; 57198820237; 25724149100","Comparison of circumference body composition measurements and eight-point bioelectrical impedance analysis to dual energy x-ray absorptiometry to measure body fat percentage",2017,"Military Medicine",182,"7",,e1908,e1912,,,10.7205/MILMED-D-16-00344,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026533755&partnerID=40&md5=ccda9c09dc1c685b230d2bb87ff4a91f",Article,Final,Open Access,Scopus,2-s2.0-85026533755
"Ryu, Y.M., Yi, M.","56437902200; 57203002296","The effects of bibliotherapy in nursing students",2017,"Research Journal of Pharmacy and Technology",10,"7",,2379,2386,,,10.5958/0974-360X.2017.00421.8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040781959&partnerID=40&md5=ab427173f3e1dc9cb6ff05ae8bb4c62c",Article,Final,,Scopus,2-s2.0-85040781959
"Chang, H.K., Chang, D.-G., Myong, J.-P., Kim, J.-H., Lee, S.-J., Lee, Y.S., Lee, H.-N., Lee, K.H., Park, D.C., Kim, C.J., Hur, S.Y., Park, J.S., Park, T.C.","57193611268; 55987567700; 54783064000; 57203324813; 37056885000; 54932557400; 16230413100; 57203464464; 56603513700; 36046421500; 7004371424; 35801360000; 7401801868","Bone mineral density among Korean females aged 20–50 years: influence of age at menarche (The Korea National Health and Nutrition Examination Survey 2008–2011)",2017,"Osteoporosis International",28,"7",,2129,2136,,2,10.1007/s00198-017-3997-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015167956&partnerID=40&md5=c4ae515d1d8b6fd7f549b27ee1256a6a",Article,Final,,Scopus,2-s2.0-85015167956
"Kim, J.S., Woo, J.S., Kim, J.B., Kim, W.-S., Lee, T.W., Kim, K.S., Ihm, C.G., Kim, W., Jeong, K.H.","56313589100; 15847451400; 56684504200; 55492053200; 55455376200; 35201375400; 35602084200; 8570166100; 8443579300","The pharmacodynamics of low and standard doses of ticagrelor in patients with end stage renal disease on hemodialysis",2017,"International Journal of Cardiology",238,"",,110,116,,2,10.1016/j.ijcard.2017.03.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015943400&partnerID=40&md5=67967b33cf5a07368a15609298e8bdb1",Article,Final,,Scopus,2-s2.0-85015943400
"Kim, H.S., Kim, J.-H., Yoon, Y.C., Choe, B.K.","57191720099; 57201935218; 7402126409; 35083261200","Tumor spatial heterogeneity in myxoid-containing soft tissue using texture analysis of diffusion-weighted MRI",2017,"PLoS ONE",12,"7", e0181339,,,,8,10.1371/journal.pone.0181339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023778593&partnerID=40&md5=cffcd0230902b301ea25118216b58081",Article,Final,Open Access,Scopus,2-s2.0-85023778593
"Fiocco, A.J., Hunse, A.M.","6505928777; 57194687395","The buffer effect of therapy dog exposure on stress reactivity in undergraduate students",2017,"International Journal of Environmental Research and Public Health",14,"7", 707,,,,5,10.3390/ijerph14070707,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021690002&partnerID=40&md5=ff7cc6828e758647fe45b0107ca8a565",Article,Final,Open Access,Scopus,2-s2.0-85021690002
"Huang, D., Liu, D., Yin, J., Qian, T., Shrestha, S., Ni, H.","57192318596; 57192317670; 16318189200; 56421599600; 57192311105; 20436583700","Glutamate-glutamine and GABA in brain of normal aged and patients with cognitive impairment",2017,"European Radiology",27,"7",,2698,2705,,8,10.1007/s00330-016-4669-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85003944938&partnerID=40&md5=0ad9c63acb93c6fed951c7d2fbc22b78",Article,Final,,Scopus,2-s2.0-85003944938
"Dold, M., Bartova, L., Kautzky, A., Souery, D., Mendlewicz, J., Serretti, A., Porcelli, S., Zohar, J., Montgomery, S., Kasper, S.","35748497300; 36664229000; 6508144242; 7003619771; 7102858808; 55141874600; 37006870300; 7006564471; 35351407300; 55486030100","The impact of comorbid post-traumatic stress disorder in patients with major depressive disorder on clinical features, pharmacological treatment strategies, and treatment outcomes – Results from a cross-sectional European multicenter study",2017,"European Neuropsychopharmacology",27,"7",,625,632,,4,10.1016/j.euroneuro.2017.05.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019975798&partnerID=40&md5=50c4ca8774fd913be648c43801735883",Article,Final,,Scopus,2-s2.0-85019975798
"Antoniou, K., Katsos, N.","57040827400; 25634119500","The effect of childhood multilingualism and bilectalism on implicature understanding",2017,"Applied Psycholinguistics",38,"4",,787,833,,4,10.1017/S014271641600045X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011659592&partnerID=40&md5=b7a7f425bd937728407bd810978b6503",Article,Final,,Scopus,2-s2.0-85011659592
"Estevez, F.J., González, J., Glösekötter, P., Valenzuela, O., Rojas, I.","55879583700; 7404494323; 6507406136; 8934217800; 7004356428","Statistical analysis of the main configuration parameters of the network Dynamic and Adaptive Radio Protocol (DARP)",2017,"Sensors (Switzerland)",17,"7", 1502,,,,1,10.3390/s17071502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021394036&partnerID=40&md5=2a97f1f4805c71e4d3b8cf21b118226a",Article,Final,Open Access,Scopus,2-s2.0-85021394036
"Iijima, H., Fukutani, N., Isho, T., Yamamoto, Y., Hiraoka, M., Miyanobu, K., Jinnouchi, M., Kaneda, E., Aoyama, T., Kuroki, H., Matsuda, S.","55621612600; 55866802200; 56587949400; 57188662984; 57188663428; 57188668705; 57188661701; 6603773095; 7401941055; 8355844900; 7402189921","Relationship Between Pedometer-Based Physical Activity and Physical Function in Patients With Osteoarthritis of the Knee: A Cross-Sectional Study",2017,"Archives of Physical Medicine and Rehabilitation",98,"7",,1382,1388.e4,,3,10.1016/j.apmr.2016.12.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015881786&partnerID=40&md5=8165351cc0be62ef91d4e67bee5168a4",Article,Final,,Scopus,2-s2.0-85015881786
"Erickson, K.D., Pratt, P.D., Rayamajhi, M.B., Horvitz, C.C.","56668410100; 7102544775; 6505963665; 6603674522","Introduction History Influences Aboveground Biomass Allocation in Brazilian Peppertree (Schinus terebinthifolius)",2017,"Invasive Plant Science and Management",10,"3",,247,253,,,10.1017/inp.2017.23,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031299231&partnerID=40&md5=fa7c2ef872a92aaebc2ccc46039f7b32",Article,Final,,Scopus,2-s2.0-85031299231
"Lee, E.K., Park, E., Oh, W.-O., Shin, N.-M.","57194897840; 57203611954; 25227752000; 35811350500","Comparison of the outcomes of robotic cholecystectomy and laparoscopic cholecystectomy",2017,"Annals of Surgical Treatment and Research",93,"1",,27,34,,2,10.4174/astr.2017.93.1.27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024101717&partnerID=40&md5=59f75f65cb1940accae13338588971ce",Article,Final,Open Access,Scopus,2-s2.0-85024101717
"Kim, J.W., Magnusen, M., Lee, H.-W.","51060973400; 35170422500; 56927022000","Existence of mixed emotions during consumption of a sporting event: A real-time measure approach",2017,"Journal of Sport Management",31,"4",,360,373,,8,10.1123/jsm.2016-0215,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023171247&partnerID=40&md5=dd3333eaf35caa8f3a1c9d8284e28472",Article,Final,,Scopus,2-s2.0-85023171247
"Herrera, S., Pérez-López, J., Moltó-Abad, M., Güerri-Fernández, R., Cabezudo, E., Novelli, S., Esteve, J., Hernández, A., Roig, I., Solanich, X., Prieto-Alhambra, D., Nogués, X., Díez-Pérez, A.","57192877693; 7003693055; 57193271214; 23667551400; 55906727000; 35604095400; 7102760742; 57194635991; 57207546927; 36562499300; 35788288300; 7004515486; 7003509345","Assessment of Bone Health in Patients With Type 1 Gaucher Disease Using Impact Microindentation",2017,"Journal of Bone and Mineral Research",32,"7",,1575,1581,,5,10.1002/jbmr.3121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021354228&partnerID=40&md5=1dc86d317899fcb5225866fc6a3f6355",Article,Final,,Scopus,2-s2.0-85021354228
"Eğmir, E., Erdem, C., Koçyiğit, M.","57194710634; 57194697900; 56898847600","Trends in educational research: A content analysis of the studies published in International Journal of Instruction",2017,"International Journal of Instruction",10,"3",,277,294,,4,10.12973/iji.2017.10318a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021711260&partnerID=40&md5=c4ecd121644e40e12201fe9006dbbc66",Article,Final,Open Access,Scopus,2-s2.0-85021711260
"Smit, M., Kamphuis, A.S.J., Bartels, A.L., Han, V., Stewart, R.E., Zijdewind, I., Tijssen, M.A.","57188765844; 57209324732; 7005221715; 56601197200; 7402717523; 35588948500; 7004162353","Fatigue, Sleep Disturbances, and Their Influence on Quality of Life in Cervical Dystonia Patients",2017,"Movement Disorders Clinical Practice",4,"4",,517,523,,3,10.1002/mdc3.12459,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050470590&partnerID=40&md5=682048b066b9a279764ec46707a30024",Article,Final,,Scopus,2-s2.0-85050470590
"Karuppali, S., Babu, S., Bhat, J.S.","57200538606; 57198087912; 26024707300","Lexical density and diversity in written language of adolescents between 10-16 years of age",2017,"Journal of the Indian Academy of Applied Psychology",43,"2",,316,325,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041604519&partnerID=40&md5=6f6546252241cd9d4160271ad537f33f",Article,Final,,Scopus,2-s2.0-85041604519
"Cazares Miranda, V., Solís Flores, L., Granados Rangel, M.G., Méndoza Hernández, F., López Alvarenga, J.C.","57195719670; 57195533821; 57195713649; 57195721867; 55995909400","Benefits of personalised nurse counselling in neurological patients | Beneficios de la consejería personalizada de enfermería en pacientes neurológicos",2017,"Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica",46,"",,18,25,,,10.1016/j.sedene.2017.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029576326&partnerID=40&md5=985f7e85a2b81ac16d9b910e93e80d28",Article,Final,,Scopus,2-s2.0-85029576326
"Hall, J.","56936000500","The experience of mobile entrapment in daily life",2017,"Journal of Media Psychology",29,"3",,148,158,,4,10.1027/1864-1105/a000228,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028978475&partnerID=40&md5=e31afb8a1232c525fa58745c18bc902f",Article,Final,,Scopus,2-s2.0-85028978475
"Kim, J.","35201119000","Effects of community-based group music therapy for children exposed to ongoing child maltreatment &amp; poverty in South Korea: A block randomized controlled trial",2017,"Arts in Psychotherapy",54,"",,69,77,,1,10.1016/j.aip.2017.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015437492&partnerID=40&md5=37e6c9fcdead87fd551880f017f7eb6c",Article,Final,,Scopus,2-s2.0-85015437492
"Brustio, P.R., Magistro, D., Zecca, M., Rabaglietti, E., Liubicich, M.E.","56578462300; 57200606866; 7006091761; 23009973000; 35311399900","Age-related decrements in dual-task performance: Comparison of different mobility and cognitive tasks. A cross sectional study",2017,"PLoS ONE",12,"7", e0181698,,,,18,10.1371/journal.pone.0181698,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025434065&partnerID=40&md5=377aaec8303b1c204c9e8d9b9967df5a",Article,Final,Open Access,Scopus,2-s2.0-85025434065
"Muris, C.","35810875900","Estimation in the fixed-effects ordered logit model",2017,"Review of Economics and Statistics",99,"3",,465,477,,4,10.1162/REST_a_00617,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028993277&partnerID=40&md5=52c447b521b880c463fe8a9a22759fe6",Article,Final,,Scopus,2-s2.0-85028993277
"Dadashi, M., Bastami, S., Eskandari, Z.","57199736037; 57194573469; 56806793600","Effectivness of anodal transcranial direct current stimulation(tDCS) over left dorsolateral prefrontal cortex on drug craving and attentional bias symptoms in opium addictied males",2017,"Journal of Zanjan University of Medical Sciences and Health Services",25,"112",,59,71,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020933776&partnerID=40&md5=758da8a271f7b205dac76f62601e9dfd",Article,Final,,Scopus,2-s2.0-85020933776
"Stein, M., Mukherjee, S., Duchet, C., Moraru, G.M., Blaustein, L.","57190884032; 57193381002; 6701516417; 57193381074; 7004189872","Testing for intraspecific and interspecific larval competition between two anurans: Hyla savignyi and Bufotes viridis",2017,"Hydrobiologia",795,"1",,81,90,,,10.1007/s10750-017-3119-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013389528&partnerID=40&md5=541f7f27e78e50ae6fb2eeca4632d51a",Article,Final,,Scopus,2-s2.0-85013389528
"Tian, X., Zhong, L., Liu, C., Wang, H.","56949616500; 57192377095; 57193991841; 56608487700","Different dietary patterns are associated with the disparity in overweight of boys between rural and urban China",2017,"Southeast Asian Journal of Tropical Medicine and Public Health",48,"4",,892,901,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85041303772&partnerID=40&md5=e9a313862bac9ab15df6dd62fe273da2",Article,Final,,Scopus,2-s2.0-85041303772
"Vitezica, Z.G., Legarra, A., Toro, M.A., Varona, L.","11140972300; 55945072500; 7102122990; 7005698386","Orthogonal estimates of variances for additive, dominance, and epistatic effects in populations",2017,"Genetics",206,"3",,1297,1307,,16,10.1534/genetics.116.199406,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022079689&partnerID=40&md5=c113d7ec39ce399a5e2dfe4d9aec65d3",Article,Final,Open Access,Scopus,2-s2.0-85022079689
"O'Reilly, G.A., Black, D.S., Huh, J., Davis, J.N., Unger, J., Spruijt-Metz, D.","55858237800; 35516379700; 23968886200; 12445137700; 7203019549; 6603006948","Sugar Restriction Leads to Increased Ad Libitum Sugar Intake by Overweight Adolescents in an Experimental Test Meal Setting",2017,"Journal of the Academy of Nutrition and Dietetics",117,"7",,1041,1048,,2,10.1016/j.jand.2017.03.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019346094&partnerID=40&md5=195b3a58ba8c7045a1c5d57532cb8052",Article,Final,,Scopus,2-s2.0-85019346094
"Rao, R.M., Raghuram, N., Nagendra, H.R., Kodaganur, G.S., Bilimagga, R.S., Shashidhara, H.P., Diwakar, R.B., Patil, S., Rao, N.","23567106400; 24537345400; 7004289211; 34877128100; 16038470700; 57038832100; 25224625900; 57192191045; 36191068500","Effects of a yoga program on mood states, quality of life, and toxicity in breast cancer patients receiving conventional treatment: A randomized controlled trial",2017,"Indian Journal of Palliative Care",23,"3",,237,246,,2,10.4103/IJPC.IJPC_92_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026264258&partnerID=40&md5=a1c270aeb0087b244f5eb3c8c2cee6ed",Article,Final,Open Access,Scopus,2-s2.0-85026264258
"Khandpur, N., Graham, D.J., Roberto, C.A.","36903676700; 57208220269; 14013877200","Simplifying mental math: Changing how added sugars are displayed on the nutrition facts label can improve consumer understanding",2017,"Appetite",114,"",,38,46,,4,10.1016/j.appet.2017.03.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015802352&partnerID=40&md5=e0fb703acbc0ed8188c217832254618b",Article,Final,,Scopus,2-s2.0-85015802352
"Namjoo Nasab, M., Ghavam, A., Yazdanpanah, A., Jahangir, F., Shokrpour, N.","57195315338; 57195312848; 57193063416; 57195319686; 26635892400","Effects of Self-management Education Through Telephone Follow-up in Diabetic Patients",2017,"Health Care Manager",36,"3",,273,281,,2,10.1097/HCM.0000000000000172,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027048374&partnerID=40&md5=54300c9927c9e2ece30bd853070e987b",Article,Final,,Scopus,2-s2.0-85027048374
"Araújo, M.S., Layman, C.A., Brian Langerhans, R.","56257718500; 6601999841; 57192889184","Body streamlining is related to higher growth in Bahamian mosquitofish",2017,"Evolutionary Ecology Research",18,"4",,383,391,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026639597&partnerID=40&md5=b2cac0dc4141f8daffe94cfbe13f6874",Article,Final,,Scopus,2-s2.0-85026639597
"von Sonnleithner, C., Pilger, D., Homburg, D., Brockmann, T., Torun, N., Bertelmann, E.","55735905000; 23098126300; 56418293500; 54398175300; 6603175008; 6603024363","Corneal higher-order aberrations after phacoemulsification: A comparison of 3 different incision sizes",2017,"European Journal of Ophthalmology",27,"4",,402,406,,3,10.5301/ejo.5000881,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024098351&partnerID=40&md5=588aa48aa34ea310c3a9023d8a7dada2",Article,Final,,Scopus,2-s2.0-85024098351
"Pranata, A., Perraton, L., El-Ansary, D., Clark, R., Fortin, K., Dettmann, T., Bryant, A.","57194189099; 36089288700; 22833915400; 55279534900; 33367699000; 57194184370; 18433395300","Lumbar extensor muscle force control is associated with disability in people with chronic low back pain",2017,"Clinical Biomechanics",46,"",,46,51,,8,10.1016/j.clinbiomech.2017.05.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019101322&partnerID=40&md5=7b8287b082837fda941e10b85fea9a23",Article,Final,,Scopus,2-s2.0-85019101322
"Bartolucci, F., Bacci, S., Pigini, C.","7003691640; 36781424000; 55808104800","Misspecification test for random effects in generalized linear finite-mixture models for clustered binary and ordered data",2017,"Econometrics and Statistics",3,"",,112,131,,1,10.1016/j.ecosta.2016.11.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032799819&partnerID=40&md5=0249c09f8129ce327e43b4d675218f0f",Article,Final,,Scopus,2-s2.0-85032799819
"Lee, H., Roberts, C.J., Ambrósio, R., Elsheikh, A., Kang, D.S.Y., Kim, T.-I.","55341529800; 35549981900; 57207597014; 15847557600; 56784899400; 56427179000","Effect of accelerated corneal crosslinking combined with transepithelial photorefractive keratectomy on dynamic corneal response parameters and biomechanically corrected intraocular pressure measured with a dynamic Scheimpflug analyzer in healthy myopic patients",2017,"Journal of Cataract and Refractive Surgery",43,"7",,937,945,,9,10.1016/j.jcrs.2017.04.036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027577271&partnerID=40&md5=06fa1002d1973dca9ae52ee8900fb3ca",Article,Final,,Scopus,2-s2.0-85027577271
"Rao, R.M., Vadiraja, H.S., Nagaratna, R., Gopinath, K.S., Patil, S., Diwakar, R.B., Shahsidhara, H.P., Ajaikumar, B.S., Nagendra, H.R.","23567106400; 6507462434; 57195197443; 35857970300; 57192191045; 25224625900; 57195199945; 6507967856; 7004289211","Effect of yoga on sleep quality and neuroendocrine immune response in metastatic breast cancer patients",2017,"Indian Journal of Palliative Care",23,"3",,253,260,,5,10.4103/IJPC.IJPC_102_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026246216&partnerID=40&md5=e27b25a52ce714d5c291f70428f9eca6",Article,Final,Open Access,Scopus,2-s2.0-85026246216
"Gibson, C.J., Mendes, W.B., Schembri, M., Grady, D., Huang, A.J.","36849458100; 7003469947; 7004603061; 36783851700; 7402307275","Cardiac autonomic function and hot flashes among perimenopausal and postmenopausal women",2017,"Menopause",24,"7",,756,761,,4,10.1097/GME.0000000000000843,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011824729&partnerID=40&md5=4cc878ebce03f9d23ff4986a921068f2",Article,Final,,Scopus,2-s2.0-85011824729
"Malinowsky, C., Kottorp, A., Wallin, A., Nordlund, A., Björklund, E., Melin, I., Pernevik, A., Rosenberg, L., Nygård, L.","36548600200; 6506079508; 7102337222; 22951856800; 57193907712; 57193902770; 57193907482; 12782590000; 16053021900","Differences in the use of everyday technology among persons with MCI, SCI and older adults without known cognitive impairment",2017,"International Psychogeriatrics",29,"7",,1193,1200,,4,10.1017/S1041610217000643,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017415973&partnerID=40&md5=029760700e0e536b6ed3c61886b056f1",Article,Final,,Scopus,2-s2.0-85017415973
"Sunday, M.A., Richler, J.J., Gauthier, I.","56767815500; 35243114600; 7004432846","Limited evidence of individual differences in holistic processing in different versions of the part-whole paradigm",2017,"Attention, Perception, and Psychophysics",79,"5",,1453,1465,,7,10.3758/s13414-017-1311-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016513985&partnerID=40&md5=ce2f0c06062009a5fc5d6551a47eac3d",Article,Final,Open Access,Scopus,2-s2.0-85016513985
"Loyen, A., Nicolaou, M., Snijder, M.B., Peters, R.J.G., Stronks, K., Langøien, L.J., Van Der Ploeg, H.P., Brug, J., Lakerveld, J.","56146269500; 14523405400; 6603852857; 8065319500; 7003354375; 57008204500; 15763818500; 56255975300; 23111181000","Objectively measured sedentary time among five ethnic groups in Amsterdam: The HELIUS study",2017,"PLoS ONE",12,"7", e0182077,,,,2,10.1371/journal.pone.0182077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026354618&partnerID=40&md5=8e03bcc561cf09898496ba8e4c577641",Article,Final,Open Access,Scopus,2-s2.0-85026354618
"Setayesh, M., Sadeghifar, A.R., Nakhaee, N., Kamalinejad, M., Rezaeizadeh, H.","57194447468; 26326480300; 57194456389; 6603457166; 24722915300","A Topical Gel From Flax Seed Oil Compared With Hand Splint in Carpal Tunnel Syndrome: A Randomized Clinical Trial",2017,"Journal of Evidence-Based Complementary and Alternative Medicine",22,"3",,462,467,,2,10.1177/2156587216677822,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020218865&partnerID=40&md5=ca2149648b2d7d9e19e43b620e05d721",Article,Final,Open Access,Scopus,2-s2.0-85020218865
